is_in_state,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity,urban_centric_locale_Rural,urban_centric_locale_Suburb,urban_centric_locale_Town
0,20921.0,127793.0,0,0,2.51,42.0,1,49688.0,49.0,1.0,0.0,62.7,12847.0,5337.0,31504.0,1,0.22033962398147552,0.366,10583.0,0.0593,1,0,0
0,19867.0,100403.0,0,0,2.82,48.0,1,45424.0,325.5,0.0,-1.0,54.6,15391.0,5030.0,25003.0,1,0.22234323114344062,0.4496,5136.0,0.0272,1,0,0
0,14879.0,47847.0,1,0,2.78,29.0,1,51302.0,115.4,-0.5,-0.866,92.9,14978.0,7914.0,28410.0,1,0.4661211019815107,0.4462,13531.0,0.0959,1,0,0
0,17802.0,92363.0,0,0,3.06,70.0,4,71820.0,201.3,1.0,0.0,67.0,28119.0,15003.0,28698.0,1,0.2705613456433628,0.6004,10896.0,0.0992,0,0,0
0,12871.0,56180.0,0,0,3.13,81.0,1,51071.0,36.1,-1.0,-0.0,68.5,20922.0,7203.0,22946.0,1,0.3424543082987604,0.5507,10075.0,0.0968,0,0,0
0,7668.0,28489.0,1,1,2.86,52.0,4,86363.0,105.1,0.5,-0.866,34.8,28424.0,35426.0,22513.0,1,0.5823273454547016,0.7393,14845.0,0.0357,0,1,0
1,6830.0,28707.0,0,1,3.67,64.0,0,20754.0,116.1,-0.866,-0.5,54.0,4008.0,7329.0,9417.0,1,0.2836740510542421,0.5463,2587.0,0.0959,0,1,0
0,24886.0,100903.0,0,0,3.65,78.0,2,56179.0,350.9,-0.5,-0.866,77.7,22348.0,5596.0,28235.0,1,0.24670381572322284,0.4974,3349.0,0.1412,0,0,0
0,21610.0,97204.0,0,0,2.19,12.0,1,42159.0,54.9,-1.0,-0.0,57.7,7040.0,5151.0,29968.0,0,0.2687285845346934,0.2892,8358.0,0.1356,0,0,1
0,21484.0,74925.0,0,0,3.6,74.0,0,19117.0,71.5,0.866,-0.5,58.9,4406.0,0.0,14711.0,1,0.17923346019472147,0.2305,0.0,0.1111,1,0,0
0,11033.0,47482.0,0,0,2.28,30.0,1,38365.0,44.9,0.5,-0.866,25.2,11068.0,6797.0,20500.0,1,0.35886254938414475,0.4657,9467.0,0.0467,0,1,0
0,10167.0,54879.0,1,0,2.5,45.0,1,49874.0,63.6,0.5,0.866,64.5,13727.0,10079.0,26068.0,1,0.3886579897917831,0.4773,15901.0,0.0606,0,1,0
0,3751.0,49792.0,0,1,3.57,95.0,4,72648.0,29.2,0.866,-0.5,82.6,35420.0,27341.0,9887.0,1,0.18115420904194782,0.8639,6136.0,0.126,0,1,0
0,2038.0,17894.0,1,1,3.07,66.0,1,43319.0,109.6,-0.5,0.866,58.0,15872.0,12882.0,14565.0,0,0.5955343516929449,0.6638,12527.0,0.0619,0,0,0
0,7897.0,65782.0,0,1,3.32,53.0,1,36974.0,246.3,0.866,0.5,70.5,14948.0,12135.0,9891.0,1,0.1401097079846452,0.7325,1994.0,0.117,0,0,0
0,18603.0,91690.0,0,0,1.95,24.0,0,16477.0,55.6,1.0,0.0,55.3,283.0,0.0,16194.0,0,0.16262892344821855,0.0172,0.0,0.119,0,1,0
0,9985.0,66084.0,1,0,2.87,46.0,1,56976.0,115.2,0.5,-0.866,57.3,17591.0,7537.0,31848.0,1,0.3933250482139957,0.441,21863.0,0.039,0,1,0
0,38537.0,224985.0,0,0,3.23,61.0,0,17489.0,100.5,0.866,0.5,63.0,0.0,0.0,17489.0,1,0.07482914062064898,0.0,0.0,0.1146,0,1,0
0,-379.0,30538.0,0,1,3.55,76.0,4,87579.0,383.6,0.866,0.5,71.0,39678.0,30651.0,17250.0,1,0.4478219241869892,0.803,17629.0,0.0744,0,0,1
0,7243.0,39105.0,0,1,3.23,65.0,1,39337.0,66.7,-0.5,0.866,67.9,15609.0,12289.0,11439.0,0,0.2565783274004471,0.7092,4196.0,0.1385,0,0,0
0,10753.0,69270.0,0,0,2.82,61.0,0,15689.0,69.3,0.5,0.866,75.7,6492.0,825.0,8372.0,1,0.11413193404491262,0.4664,0.0,0.2222,0,0,0
0,19759.0,75020.0,0,0,2.58,45.0,3,71913.0,52.1,0.866,0.5,56.0,17085.0,13518.0,41310.0,1,0.43870644188796626,0.4256,21551.0,0.0889,0,0,0
0,6375.0,16013.0,0,1,3.08,43.0,0,19184.0,38.4,0.5,-0.866,63.1,3878.0,6089.0,9217.0,0,0.4546361521146138,0.5195,2842.0,0.2,0,0,0
0,18259.0,97143.0,0,0,2.9,32.0,4,71067.0,220.9,-0.866,0.5,32.0,16370.0,12075.0,42622.0,0,0.3638094328393318,0.4003,24363.0,0.0714,0,1,0
0,6679.0,75266.0,1,1,3.19,71.0,1,45015.0,109.9,0.5,0.866,71.5,19009.0,11617.0,14389.0,1,0.1749612023876622,0.6804,7710.0,0.1121,0,0,1
0,-1500.0,13685.0,0,1,2.08,27.0,1,41549.0,134.2,0.866,0.5,26.0,6170.0,15569.0,19810.0,0,0.8951079526062484,0.5232,21310.0,0.0227,1,0,0
0,6348.0,57871.0,1,1,2.92,68.0,0,22055.0,483.1,-1.0,-0.0,32.5,3330.0,7042.0,11683.0,0,0.1839036379766061,0.4703,5335.0,0.1579,0,1,0
0,2488.0,35167.0,0,1,3.33,66.0,0,24048.0,513.1,0.5,0.866,66.5,2937.0,7129.0,13982.0,0,0.3347564798377098,0.4186,11494.0,0.1837,0,1,0
0,8971.0,45415.0,0,0,3.46,76.0,1,49741.0,22.5,0.5,0.866,72.5,25163.0,10479.0,14099.0,1,0.2703324341166679,0.7166,5128.0,0.0588,0,0,0
0,3070.0,24018.0,0,1,2.5,42.0,0,15605.0,250.2,0.5,0.866,41.1,0.0,6465.0,9140.0,0,0.32244575238807205,0.4143,6070.0,0.0381,0,1,0
0,17657.0,84936.0,0,0,2.85,29.0,1,47042.0,160.6,-0.5,0.866,63.8,14087.0,6411.0,26544.0,1,0.27193371548364176,0.4357,8887.0,0.0312,0,1,0
0,50971.0,223793.0,0,0,3.44,51.0,4,71257.0,78.0,-1.0,-0.0,52.7,25638.0,3216.0,42403.0,1,0.17353305076087533,0.4049,0.0,0.0769,1,0,0
0,13121.0,76177.0,0,0,2.72,54.0,1,42413.0,178.7,1.0,0.0,81.4,14621.0,5001.0,22791.0,1,0.2617486904252765,0.4626,9670.0,0.1145,0,1,0
0,-1500.0,13296.0,0,1,3.93,95.0,2,60297.0,20.7,-0.5,0.866,80.0,29342.0,17347.0,13608.0,0,0.7048286853337833,0.7743,15108.0,0.125,0,0,0
0,14183.0,77314.0,0,0,2.8,65.0,2,56684.0,588.5,0.5,0.866,22.6,19200.0,7649.0,29835.0,0,0.3263497480926198,0.4737,15652.0,0.0286,0,0,0
1,9897.0,54713.0,0,0,2.78,71.0,4,64203.0,63.0,0.5,0.866,97.4,24921.0,13766.0,25516.0,0,0.3828104175433582,0.6026,15619.0,0.1034,0,0,0
0,2696.0,28489.0,0,1,3.41,67.0,2,56313.0,51.1,0.866,-0.5,76.6,21475.0,19187.0,15651.0,0,0.4378677592156651,0.7221,12955.0,0.062,1,0,0
0,14442.0,81195.0,0,0,3.5,69.0,0,16764.0,68.5,-1.0,-0.0,66.5,2766.0,590.0,13408.0,1,0.1528069202437584,0.2002,0.0,0.1,0,0,0
0,16149.0,118590.0,0,0,3.24,46.0,1,40443.0,21.2,0.5,0.866,56.9,13501.0,6330.0,20612.0,0,0.1602463491420971,0.4903,4463.0,0.1053,0,0,0
0,138.0,38897.0,0,1,3.42,78.0,3,69488.0,91.1,0.866,0.5,71.3,20969.0,35406.0,13113.0,1,0.29050308963848276,0.8113,12975.0,0.0594,0,0,0
0,4584.0,19274.0,0,1,3.17,35.0,4,75084.0,76.3,0.5,0.866,69.5,20900.0,35508.0,18676.0,1,0.6775257996569884,0.7513,14092.0,0.0504,0,0,1
0,4982.0,14788.0,0,1,2.74,33.0,4,81162.0,31.5,-0.5,-0.866,72.9,21071.0,25044.0,35047.0,0,1.2149127443642704,0.5682,30065.0,0.1176,0,1,0
0,12957.0,38976.0,0,0,3.54,80.0,1,48999.0,286.4,0.866,0.5,68.6,24011.0,8140.0,16848.0,1,0.3592815438036824,0.6562,3891.0,0.1364,0,1,0
0,17510.0,56277.0,0,0,2.43,25.0,0,18561.0,484.2,0.866,-0.5,70.3,0.0,210.0,18351.0,0,0.28224230370141623,0.0113,841.0,0.0656,0,1,0
0,2185.0,43411.0,1,1,3.71,81.0,4,78772.0,123.1,0.5,0.866,80.4,37193.0,25790.0,15789.0,1,0.3102015938816512,0.7996,13604.0,0.0808,0,0,0
0,4632.0,38486.0,0,1,1.6,,4,86200.0,91.9,1.0,0.0,26.3,8883.0,43065.0,34252.0,0,0.636576829071551,0.6026,29620.0,0.1,1,0,0
0,19886.0,94740.0,0,0,3.12,45.0,1,43873.0,200.1,0.5,0.866,57.9,15100.0,6595.0,22178.0,1,0.2103419594770008,0.4945,2292.0,0.1667,0,0,0
0,24766.0,87837.0,0,0,3.39,43.0,4,81322.0,124.1,-0.5,0.866,54.1,27235.0,10897.0,43190.0,1,0.39991640917774773,0.4689,18424.0,0.0978,0,0,0
0,8953.0,72672.0,1,0,3.18,71.0,1,45978.0,40.7,0.0,-1.0,55.7,19873.0,9544.0,16561.0,0,0.20530539318432994,0.6398,7608.0,0.019,0,1,0
0,21032.0,113309.0,0,0,3.77,82.0,1,43564.0,63.9,0.866,-0.5,80.7,18094.0,6287.0,19183.0,1,0.15640527916413574,0.5597,0.0,0.1094,0,0,0
0,10835.0,39240.0,0,0,3.77,89.0,1,39285.0,92.8,0.866,0.5,91.3,20223.0,7756.0,11306.0,0,0.25316826441990514,0.7122,471.0,0.25,0,0,0
0,4401.0,28622.0,1,1,3.51,74.0,4,67543.0,164.4,0.5,0.866,69.6,27564.0,21858.0,18121.0,0,0.49048004910056053,0.7317,13720.0,0.1026,0,0,1
0,6315.0,43214.0,0,1,3.63,78.0,3,81359.0,128.0,1.0,0.0,63.8,25547.0,21099.0,34713.0,1,0.589618319731089,0.5733,28398.0,0.1667,0,1,0
0,9616.0,41120.0,1,0,3.5,76.0,1,37729.0,158.0,0.866,0.5,68.2,18647.0,4678.0,14404.0,1,0.3003267899848596,0.6182,4788.0,0.1075,0,0,0
0,1173.0,14372.0,0,1,3.79,83.0,3,87983.0,25.6,0.866,-0.5,32.2,28732.0,28062.0,31189.0,0,1.1537631331329579,0.6455,30016.0,0.05,0,1,0
0,7070.0,42497.0,0,1,2.46,30.0,1,41955.0,254.8,0.5,0.866,47.2,9734.0,12169.0,20052.0,1,0.3864861415103616,0.5221,12982.0,0.0382,0,0,1
0,22279.0,139454.0,0,0,3.29,53.0,1,37040.0,127.2,0.866,-0.5,44.7,14666.0,2844.0,19530.0,0,0.1310282624064041,0.4727,0.0,0.1111,0,0,0
0,18054.0,112040.0,0,0,2.78,79.0,3,67127.0,1848.6,-0.866,0.5,69.5,17059.0,12420.0,37648.0,0,0.289680075114454,0.4392,19594.0,0.0847,0,0,0
1,15308.0,91870.0,1,0,2.4,45.0,1,20858.0,24.4,1.0,0.0,58.1,8017.0,1046.0,11795.0,1,0.12080070014570415,0.4345,0.0,0.1111,0,1,0
0,9559.0,69201.0,0,0,2.5,55.0,2,45762.0,177.9,0.5,0.866,61.6,15943.0,9638.0,20181.0,0,0.25588175990198314,0.559,10622.0,0.1084,0,1,0
0,37422.0,178654.0,0,0,3.72,99.0,0,19248.0,2471.4,0.5,-0.866,56.3,1029.0,0.0,18219.0,0,0.09712671073072274,0.0535,0.0,0.024,1,0,0
0,-1500.0,29339.0,0,1,2.85,46.0,1,37955.0,155.3,-0.5,0.866,49.3,13517.0,11772.0,12666.0,0,0.35886254938414475,0.6663,14166.0,0.0862,0,1,0
0,8237.0,31424.0,1,1,3.72,80.0,3,58366.0,118.0,-0.5,0.866,95.6,21328.0,27358.0,9680.0,1,0.26849925303500694,0.8342,1443.0,0.0909,0,0,0
0,26391.0,141420.0,1,0,3.16,61.0,1,45243.0,45.0,1.0,0.0,67.1,17263.0,3372.0,24608.0,1,0.16041672140590468,0.4561,0.0,0.3243,0,1,0
0,9825.0,64208.0,0,0,3.04,52.0,1,45329.0,630.5,1.0,0.0,86.4,15539.0,8469.0,21321.0,0,0.2867566443752801,0.5296,11496.0,0.4118,0,1,0
0,14602.0,38822.0,0,0,3.71,93.0,0,20244.0,37.5,0.866,0.5,49.4,2261.0,1418.0,16565.0,0,0.3553640851386317,0.1817,1963.0,0.0625,0,0,0
0,16059.0,93656.0,0,0,3.75,73.0,0,19576.0,198.4,-0.5,0.866,33.9,4595.0,677.0,14304.0,0,0.14210701662482983,0.2693,0.0,0.0545,0,1,0
0,1473.0,45904.0,0,1,2.43,19.0,1,44741.0,77.1,0.866,0.5,78.1,12169.0,22437.0,10135.0,1,0.1995063815480555,0.7735,8662.0,0.0822,0,0,0
0,13131.0,34440.0,1,0,3.08,41.0,1,47563.0,103.9,0.866,-0.5,67.0,15547.0,8724.0,23292.0,0,0.5165889836550951,0.5103,10161.0,0.0693,0,0,1
0,10136.0,33757.0,1,0,2.84,45.0,0,21267.0,28.4,0.866,-0.5,75.5,4347.0,2758.0,14162.0,1,0.35030469693088884,0.3341,4026.0,0.1111,0,0,1
0,14009.0,79341.0,1,0,2.59,33.0,3,72561.0,519.1,0.5,0.866,99.4,11638.0,15445.0,45478.0,0,0.45311176157551747,0.3732,31469.0,0.1744,0,1,0
0,10926.0,72998.0,0,0,2.97,46.0,0,20266.0,94.6,0.866,-0.5,63.6,2810.0,1760.0,15696.0,1,0.19474407679251177,0.2255,4770.0,0.0576,1,0,0
0,36116.0,187598.0,0,0,2.15,24.0,0,12459.0,35.4,0.866,-0.5,67.3,0.0,0.0,12459.0,1,0.06428848988236187,0.0,0.0,0.1,1,0,0
0,-1385.0,51079.0,1,1,1.67,,0,17899.0,472.1,0.866,0.5,59.9,891.0,7905.0,9103.0,1,0.16398785010544992,0.4914,10488.0,0.1236,0,0,0
0,11074.0,50456.0,1,0,2.56,48.0,0,22591.0,74.6,0.5,0.866,69.3,1596.0,2728.0,18267.0,1,0.30895420772732063,0.1914,7193.0,0.1842,0,1,0
0,31739.0,177466.0,0,0,3.12,45.0,3,66928.0,180.0,1.0,0.0,65.9,14025.0,8563.0,44340.0,1,0.22306354811403908,0.3375,12601.0,0.1091,0,1,0
0,22255.0,127985.0,0,0,3.34,53.0,1,47255.0,306.5,-0.0,1.0,61.8,18744.0,5721.0,22790.0,1,0.16390297126993658,0.5177,535.0,0.1455,0,0,0
0,12338.0,69865.0,1,0,2.38,23.0,3,74080.0,208.4,-0.0,1.0,62.2,9741.0,15959.0,48380.0,0,0.5262067258042931,0.3469,36042.0,0.3824,0,1,0
0,5968.0,20457.0,1,1,2.87,48.0,2,52210.0,15.0,1.0,0.0,37.2,16212.0,15783.0,20215.0,0,0.6872297067959077,0.6128,14247.0,0.0612,0,0,0
0,1815.0,35083.0,0,1,3.36,80.0,4,81501.0,263.0,-1.0,-0.0,83.1,36159.0,22547.0,22795.0,0,0.5005934531997417,0.7203,20980.0,0.0783,1,0,0
0,11035.0,29468.0,0,0,3.05,56.0,0,17852.0,114.0,-1.0,-0.0,57.2,2153.0,1586.0,14113.0,0,0.39129856819058634,0.2094,3078.0,0.0889,0,1,0
0,7305.0,64618.0,0,1,2.95,32.0,1,42780.0,89.7,-0.0,1.0,81.5,12399.0,10394.0,19987.0,1,0.2694926432515706,0.5328,12682.0,0.1461,0,0,1
0,7279.0,43652.0,1,1,1.97,22.0,4,71956.0,113.0,0.0,-1.0,47.5,14584.0,22319.0,35053.0,0,0.5894519442211802,0.5129,27774.0,0.0706,0,1,0
0,41410.0,199604.0,1,0,2.28,34.0,2,50773.0,23.4,0.866,0.5,56.9,12347.0,1539.0,36887.0,1,0.16957398397145196,0.2735,0.0,0.0515,0,0,0
1,637.0,20304.0,1,1,2.64,34.0,1,26476.0,44.9,-0.0,1.0,53.3,6760.0,9567.0,10149.0,0,0.40539843921917673,0.6167,9512.0,0.3125,1,0,0
0,6232.0,27278.0,1,1,2.03,20.0,3,67583.0,30.2,0.866,0.5,58.5,9348.0,33570.0,24665.0,0,0.644061972869454,0.635,18433.0,0.1509,0,0,0
0,11693.0,75067.0,1,0,1.92,33.0,4,77638.0,93.9,0.5,0.866,73.3,15822.0,15622.0,46194.0,1,0.47958260402605885,0.405,34501.0,0.1216,0,0,0
0,15574.0,91623.0,0,0,3.52,64.0,2,53709.0,149.3,0.866,-0.5,79.7,20344.0,5532.0,27833.0,0,0.26528307750830193,0.4818,12259.0,0.0519,0,1,0
0,-1500.0,9772.0,1,1,3.83,99.0,3,67974.0,391.3,-0.0,1.0,81.6,23913.0,37735.0,6326.0,1,0.4991982875250113,0.9069,7826.0,0.1084,0,1,0
1,2132.0,18043.0,0,1,2.87,67.0,1,42540.0,15.5,0.0,-1.0,49.9,16984.0,21737.0,3819.0,1,0.19202433225533982,0.9102,1687.0,0.0484,0,1,0
0,10404.0,52063.0,1,0,2.53,39.0,1,48248.0,581.7,0.5,-0.866,52.4,13888.0,9082.0,25278.0,0,0.39575141592052526,0.4761,14874.0,0.0842,0,0,0
0,37368.0,167101.0,1,0,3.01,39.0,4,60470.0,342.4,0.866,0.5,79.7,19535.0,5760.0,35175.0,1,0.1910334973959761,0.4183,0.0,0.0839,0,1,0
0,55883.0,245043.0,0,0,2.58,56.0,1,46126.0,80.7,-0.866,-0.5,37.5,14945.0,0.0,31181.0,1,0.11973668160233342,0.324,0.0,0.0429,0,0,0
0,8295.0,46703.0,1,1,2.67,54.0,2,57738.0,39.6,0.5,0.866,78.9,17295.0,20882.0,19561.0,1,0.3498114439173297,0.6612,11266.0,0.1395,0,0,0
0,7994.0,55667.0,0,1,3.24,71.0,3,103578.0,27.8,0.5,0.866,58.5,29170.0,38314.0,36094.0,1,0.49980512048252523,0.6515,28100.0,0.1385,0,1,0
0,6976.0,34457.0,1,1,3.13,59.0,4,80380.0,168.5,-0.866,0.5,50.8,26719.0,33502.0,20159.0,1,0.46058440732924394,0.7492,13183.0,0.0897,0,0,0
0,18579.0,99301.0,0,0,1.88,27.0,3,90957.0,58.4,0.866,-0.5,9.5,12423.0,17572.0,60962.0,0,0.4786536100596397,0.3298,42383.0,0.0098,0,0,0
0,40775.0,189196.0,0,0,1.68,,1,43189.0,446.4,-0.866,0.5,59.5,6210.0,425.0,36554.0,1,0.1766387736584564,0.1536,0.0,0.0323,0,1,0
0,25136.0,155490.0,0,0,3.29,77.0,2,51337.0,62.1,0.5,0.866,83.8,20757.0,4710.0,25870.0,1,0.15392208227225665,0.4961,734.0,0.1587,0,0,1
0,22543.0,61643.0,0,0,2.32,25.0,0,16109.0,49.2,-0.5,-0.866,36.1,193.0,0.0,15916.0,0,0.22968212815379221,0.012,0.0,0.0561,0,0,0
0,-710.0,34415.0,0,1,3.04,35.0,1,48972.0,161.9,0.5,0.866,67.9,16847.0,17429.0,14696.0,1,0.3555743384946994,0.6999,15406.0,0.0805,0,1,0
0,4592.0,63317.0,0,1,2.79,34.0,3,63756.0,61.7,0.5,0.866,71.8,14406.0,22026.0,27324.0,1,0.3587228455560327,0.5714,22732.0,0.05,0,0,0
0,31841.0,170104.0,1,0,2.31,34.0,4,70521.0,127.8,0.866,0.5,56.4,15601.0,9243.0,45677.0,1,0.23783510005719952,0.3523,13836.0,0.1429,1,0,0
0,1607.0,47175.0,0,1,3.11,62.0,0,20285.0,356.8,0.5,0.866,70.6,2584.0,8817.0,8884.0,1,0.17252371431384358,0.562,7277.0,0.0574,0,0,0
0,-388.0,17033.0,0,1,3.52,81.0,4,73735.0,143.3,-0.0,1.0,69.0,34215.0,28104.0,11416.0,0,0.512943379736992,0.8452,11804.0,0.1031,0,0,0
0,2215.0,48572.0,1,1,3.8,81.0,1,45682.0,143.9,0.0,-1.0,65.6,24699.0,23581.0,2284.0,0,0.045928931888399804,0.95,69.0,0.0588,0,1,0
0,5349.0,51488.0,0,1,3.24,67.0,1,39343.0,157.2,-0.5,0.866,63.8,16810.0,12603.0,9930.0,1,0.17638731730576307,0.7476,4581.0,0.0985,0,0,0
0,-1500.0,16961.0,0,1,2.51,45.0,1,34274.0,21.4,0.5,0.866,58.1,12090.0,12417.0,9767.0,0,0.4548265376458885,0.715,11267.0,0.0567,0,0,0
0,14696.0,74389.0,1,0,3.6,99.0,3,83565.0,191.2,-1.0,-0.0,74.2,31807.0,10393.0,41365.0,0,0.4421826910433272,0.505,26669.0,0.0652,0,0,0
0,22423.0,90610.0,0,0,3.42,66.0,2,62952.0,149.9,0.5,0.866,32.0,23870.0,7885.0,31197.0,1,0.29587343147807,0.5044,8774.0,0.0538,0,1,0
